"File","Line","Text"
"lib\l10n\app_localizations_hi.dart","117","'鄐仁鄍?'"
"lib\l10n\app_localizations_hi.dart","120","'鄐芹?鄐嗣冗:*'"
"lib\l10n\app_localizations_hi.dart","123","'鄐尹鄍亢鄐舟凶鄐?(MMDD)'"
"lib\l10n\app_localizations_hi.dart","126","'鄐耜凶鄐? *'"
"lib\l10n\app_localizations_hi.dart","138","'鄐尹鄍仁'"
"lib\l10n\app_localizations_hi.dart","141","'鄐?鄐冗鄐?(cm)'"
"lib\l10n\app_localizations_hi.dart","144","'鄐啤?鄐?鄐冗 鄐菽什鄍不鄐?'"
"lib\l10n\app_localizations_hi.dart","150","'鄐尹鄍仁 鄐菽?鄐能?鄍中鄐賴中鄍今 鄐?鄐?..'"
"lib\l10n\app_localizations_hi.dart","153","'鄐尹鄍仁'"
"lib\l10n\app_localizations_hi.dart","157","'鄐芹元鄐丹鄍鄐舟冗 鄐?鄐?鄐?(鄐丹鄐擒允鄐啤不: 鄐詮?鄐?鄐啤?鄐眇?鄐啤? 鄐?鄐? 鄐眇凶鄐耜?鄐耜凶鄐能冗鄐? 鄐眇冗鄐啤凶鄐?鄐? 鄐舟凶鄐?'"
"lib\l10n\app_localizations_hi.dart","161","'鄐兒冗鄐芹元鄐丹 鄐?鄐?鄐?(鄐丹鄐擒允鄐啤不: 鄐什鄍仆鄐? 鄐嗣?鄐啤?鄍仆 鄐菽冗鄐耜? 鄐?鄐?'"
"lib\l10n\app_localizations_hi.dart","165","'鄐?鄍?鄐擒中 鄐?鄐? 鄐啤允鄐詮?鄐? (鄐丹鄐擒允鄐啤不: 鄐菽冗鄐詮?鄐戈今 鄐桌?鄐?鄐啤冗鄐詮?鄐戈冗 鄐冢?鄐耜尹鄍?鄐菽冗鄐耜冗 鄐嫩?)'"
"lib\l10n\app_localizations_hi.dart","172","'鄐眇?鄐耜尹鄍?鄐冗 鄐耜允鄐冗 鄐什 鄐嗣?鄐耜?: (鄐丹鄐擒允鄐啤不: 鄐?鄐兒互鄐賴仁鄍? 鄐? 鄐芹?鄐啤中鄐?鄐?鄐﹤冗)'"
"lib\l10n\app_localizations_hi.dart","176","'鄐詮?鄐菽冗鄐?鄐冗 鄐丹鄐擒允鄐啤不: (鄐凶鄐耜冗鄐﹤兮鄍: 鄐云 鄐眇允鄍中 鄐?鄍?鄍?鄐嫩?鄐? 鄐什鄐賴中鄍什: ...鄐允鄍?'"
"lib\l10n\app_localizations_hi.dart","179","'鄐什鄐賴中鄍什 鄐? 鄐芹?鄐獅?鄐五鄍亢鄐?'"
"lib\l10n\app_localizations_hi.dart","183","'鄐什鄐賴中鄍什 鄐? 鄐芹?鄐獅?鄐五鄍亢鄐?鄐允鄐擒尹鄍 鄐舟什鄍? 鄐什鄍? (鄐之鄐賴?鄐戈亢 2500 鄐嗣互鄍丹)'"
"lib\l10n\app_localizations_hi.dart","186","'鄐允鄐擒尹鄍 鄐? 鄐嗣?鄐啤?鄐中:'"
"lib\l10n\app_localizations_hi.dart","190","'鄐什鄐賴中鄍什 鄐? 鄐允鄐擒尹鄍 鄐舟什鄍? 鄐什鄍? (鄐之鄐賴?鄐戈亢 2500 鄐嗣互鄍丹)'"
"lib\l10n\app_localizations_hi.dart","194","'鄐允鄐擒尹鄍 鄐冗 鄐詮冗鄐啤冗鄐介 (鄐之鄐賴?鄐戈亢 50 鄐嗣互鄍丹, 鄐能允 鄐桌?鄐五鄍丑鄐?鄐冗鄐啤?鄐?鄐芹什 鄐芹?鄐啤丹鄐啤?鄐嗣凶鄐?鄐嫩?鄐冗)'"
"lib\l10n\app_localizations_hi.dart","197","'鄐什鄐賴中鄍什 鄐? 鄐中鄐賴什鄐賴?鄍中 鄐冗鄐兒?鄐擒什鄍:'"
"lib\l10n\app_localizations_hi.dart","200","'鄐中鄐賴什鄐賴?鄍中 鄐詮冗鄐桌?鄍什鄍 鄐舟什鄍? 鄐什鄍?...'"
"lib\l10n\app_localizations_hi.dart","204","'鄐?鄐能冗 鄐元鄍?鄐尹鄍仁 鄐凶鄐耜冗鄐﹤兮鄐賴仁鄍? 鄐? 鄐耜凶鄐?鄐?鄐耜尹鄍?鄐? 鄐耜凶鄐?鄐詮冗鄐啤?鄐菽?鄐兒凶鄐?鄐什鄐兒冗 鄐嫩??'"
"lib\l10n\app_localizations_hi.dart","216","'鄐詮允鄍?鄍?'"
"lib\l10n\app_localizations_hi.dart","219","'鄐啤丹鄍丹 鄐什鄍?'"
"lib\l10n\app_localizations_hi.dart","227","'鄐?鄐能冗 鄐元鄍?鄐﹤?鄐啤冗鄐徇?鄐?鄐? 鄐啤?鄐?鄐桌?鄐?鄐詮允鄍?鄐兒? 鄐? 鄐今鄐嗣?鄐能?鄐戈冗 鄐嫩??'"
"lib\l10n\app_localizations_hi.dart","236","'鄐中鄐賴什鄐賴?鄍中 鄐詮冗鄐桌?鄍什鄍 鄐詮?鄐芹冗鄐舟凶鄐?鄐什鄍?'"
"lib\l10n\app_localizations_hi.dart","240","'鄐?鄐芹仁鄐?鄐什鄐賴中鄍什 鄐冗 鄐兒冗鄐?鄐冢什鄍? 鄐什 鄐亢 鄐詮? 鄐亢 鄐? 鄐今鄐戈冗鄐?鄐云鄐耜?鄐?鄐什鄍?!'"
"lib\l10n\app_localizations_hi.dart","243","'鄐詮允鄍?鄐?鄐冗 鄐啤允鄐?鄐嫩?...'"
"lib\l10n\app_localizations_hi.dart","246","'鄐今鄐賴仁鄐擒? 鄐云鄐耜?鄐?鄐? 鄐冗 鄐啤允鄍 鄐嫩?鄐?..'"
"lib\l10n\app_localizations_hi.dart","249","'鄐之鄐賴?鄐戈亢 10 鄐戈元鄍今鄍鄐啤?鄐?鄐嫩? 鄐云鄐耜?鄐?鄐? 鄐冗 鄐詮?鄐戈? 鄐嫩?鄐奶'"
"lib\l10n\app_localizations_hi.dart","252","'鄐今鄐賴仁鄐擒? 鄐芹?鄐啤?鄐詮?鄐?鄐嫩? 鄐啤允鄍 鄐嫩?鄐?..'"
"lib\l10n\app_localizations_hi.dart","255","'鄐什鄐賴中鄍什 鄐﹤?鄐冗 鄐詮允鄍?鄐?鄐冗 鄐啤允鄐?鄐嫩?...'"
"lib\l10n\app_localizations_hi.dart","259","'鄐什鄐賴中鄍什 \""$charName\"" 鄐眇尹鄐擒仁鄐?鄐仁鄐?'"
"lib\l10n\app_localizations_hi.dart","268","'鄐什鄐賴中鄍什 鄐兒凶鄐啤?鄐桌冗鄐?鄐菽凶鄐徇仆: $error'"
"lib\l10n\app_localizations_hi.dart","272","'鄐啤?鄐?鄐什 鄐詮冗鄐桌?鄍什鄍'"
"lib\l10n\app_localizations_hi.dart","284","'鄐?鄐﹤?:'"
"lib\l10n\app_localizations_hi.dart","290","'鄐?鄍?鄐擒中'"
"lib\l10n\app_localizations_hi.dart","293","'鄐云鄐能?鄐?鄐啤?鄐戈冗 鄐?鄐﹤? 鄐?鄐耜凶鄐芹互鄍什鄍丑 鄐芹什 鄐?鄐芹? 鄐嫩? 鄐仁鄐?鄐嫩?'"
"lib\l10n\app_localizations_hi.dart","302","'鄐?鄐芹尹鄍鄐能中鄐?鄐兒?鄐戈凶'"
"lib\l10n\app_localizations_hi.dart","305","'鄐詮?鄐菽冗 鄐? 鄐嗣什鄍中鄍?'"
"lib\l10n\app_localizations_hi.dart","311","'鄐?鄐能冗 鄐云 鄐耜?鄐?鄐?鄐?鄐什鄐兒冗 鄐冗鄐嫩中鄍?鄐嫩?鄐?(織;?;`)'"
"lib\l10n\app_localizations_hi.dart","314","'鄐桌?鄐尹鄍?鄐仆鄐戈? 鄐詮? 鄐舟互鄐?鄐舟凶鄐能冗'"
"lib\l10n\app_localizations_hi.dart","317","'鄐芹?鄐獅?鄐凶 鄐什鄍?'"
"lib\l10n\app_localizations_hi.dart","321","'鄐?鄐?鄐嫩?! 鄐桌?鄐?鄐云鄐? 鄐菽冗鄐芹元 鄐尹鄍?鄐冗 鄐?鄐戈?鄐潼冗鄐?鄐什鄍?鄐冗??織?` )'"
"lib\l10n\app_localizations_hi.dart","328","'鄐?鄐能冗 鄐云 鄐菽冗鄐? 鄐元 鄐冗鄐戈? 鄐? 鄐嫩?鄐擒尹鄐?鄐冗鄐嫩中鄍?鄐嫩?鄐?鉈毯?'"
"lib\l10n\app_localizations_hi.dart","332","'鄐能允 鄐冗鄐啤?鄐啤今鄐擒? 鄐芹?鄐啤?鄐菽今鄐?鄐兒允鄍鄐?鄐? 鄐冗 鄐詮?鄐戈? 鄐嫩?, 鄐詮五鄍 鄐﹤?鄐冗 鄐詮?鄐丞冗鄐能? 鄐啤?鄐?鄐詮? 鄐嫩?鄐?鄐舟凶鄐?鄐冗鄐?鄐?!'"
"lib\l10n\app_localizations_hi.dart","339","'鄐芹?鄐獅?鄐凶 鄐什鄍?'"
"lib\l10n\app_localizations_hi.dart","351","'鄐云 鄐詮?鄐詮?鄐什鄐? $version'"
"lib\l10n\app_localizations_hi.dart","359","'鄐?鄐芹仁鄐?鄐云鄐兒? 鄐冗鄐兒?鄐擒什鄍 鄐芹?鄐啤? 鄐什鄐兒? 鄐? 鄐耜凶鄐?鄐芹允鄐耜? 鄐云鄐兒? 鄐芹?鄐啤?鄐徇兮鄐擒?鄐?鄐詮?鄐芹冗鄐舟凶鄐?鄐什鄍?!'"
"lib\l10n\app_localizations_hi.dart","362","'鄐詮?鄐芹冗鄐舟尹 鄐芹什 鄐冗鄐?'"
"lib\l10n\app_localizations_hi.dart","374","'$friendName 鄐? 鄐詮冗鄐?鄐?鄐?鄐? 鄐詮冗鄐桌?鄍什鄍'"
"lib\l10n\app_localizations_hi.dart","378","'鄐詮?鄐舟?鄐?鄐耜凶鄐?鄐?..'"
"lib\l10n\app_localizations_id.dart","311","'Anda yakin ingin keluar?(織;?;`)'"
"lib\l10n\app_localizations_id.dart","321","'Baik! Saya akan menunggu Anda kembali??織?` )'"
"lib\l10n\app_localizations_id.dart","328","'Anda yakin ingin menghapus akun ini?鉈毯?'"
"lib\l10n\app_localizations_ja.dart","12","'閮剖?'"
"lib\l10n\app_localizations_ja.dart","21","'閮隤?憭'"
"lib\l10n\app_localizations_ja.dart","24","'??艾??'"
"lib\l10n\app_localizations_ja.dart","34","'???芥?隤准颲潦銝准?具?潦??箇????: $error'"
"lib\l10n\app_localizations_ja.dart","44","'瘣餌'"
"lib\l10n\app_localizations_ja.dart","59","'?寥?'"
"lib\l10n\app_localizations_ja.dart","77","'?憬(憟單?'"
"lib\l10n\app_localizations_ja.dart","80","'敺憬(?瑟?'"
"lib\l10n\app_localizations_ja.dart","83","'?扎?～'"
"lib\l10n\app_localizations_ja.dart","86","'蝢?????'"
"lib\l10n\app_localizations_ja.dart","89","'?柴??'"
"lib\l10n\app_localizations_ja.dart","98","'?艾?嗚???扎????'"
"lib\l10n\app_localizations_ja.dart","104","'?准?押?踴雿?'"
"lib\l10n\app_localizations_ja.dart","107","'?准?押?踴?Ｕ?? (???餃???扎?Ｕ??踴)'"
"lib\l10n\app_localizations_ja.dart","110","'?准?押?踴??*'"
"lib\l10n\app_localizations_ja.dart","113","'?准?押?踴隤祆?:'"
"lib\l10n\app_localizations_ja.dart","116","'撟湧耦:'"
"lib\l10n\app_localizations_ja.dart","119","'?瑟平:*'"
"lib\l10n\app_localizations_ja.dart","122","'隤???(MMDD)'"
"lib\l10n\app_localizations_ja.dart","125","'?批 *'"
"lib\l10n\app_localizations_ja.dart","140","'頨恍:(cm)'"
"lib\l10n\app_localizations_ja.dart","143","'憭??桀耦摰?'"
"lib\l10n\app_localizations_ja.dart","146","'?扳?踴'"
"lib\l10n\app_localizations_ja.dart","149","'?隞?扳?踴...'"
"lib\l10n\app_localizations_ja.dart","155","'憟賬??芥???(靘? ?扎??氬?潦???格)'"
"lib\l10n\app_localizations_ja.dart","158","'憳??芥???(靘? ?艾??～?喋?????)'"
"lib\l10n\app_localizations_ja.dart","161","'鈭箇?撠??芰?撖? (靘? 摰?孵??喟)'"
"lib\l10n\app_localizations_ja.dart","167","'閰晞??嫘?嫘?扎: (靘? 閬?鈭箝?臬??)'"
"lib\l10n\app_localizations_ja.dart","171","'隡店靘? (??扎?? ???砍??怒??犖?扼??哨? ?准?押?踴: ...????'"
"lib\l10n\app_localizations_ja.dart","174","'?准?押?踴?:'"
"lib\l10n\app_localizations_ja.dart","177","'?准?押?踴?柴???啜?艾???芥????艾?????(?憭?2500 ??)'"
"lib\l10n\app_localizations_ja.dart","180","'?嫘??潦?潦憪??'"
"lib\l10n\app_localizations_ja.dart","183","'?准?押?踴?柴??准????亙?????? (?憭?2500 ??)'"
"lib\l10n\app_localizations_ja.dart","186","'?嫘??潦?潦???? (?憭?50 ???隡??怒?銵函內???整?)'"
"lib\l10n\app_localizations_ja.dart","189","'?准?押?踴?株蕭????'"
"lib\l10n\app_localizations_ja.dart","192","'餈賢??捆????艾?????..'"
"lib\l10n\app_localizations_ja.dart","195","'隞??扎?潦???扎?????怠???整???'"
"lib\l10n\app_localizations_ja.dart","198","'?胯?'"
"lib\l10n\app_localizations_ja.dart","204","'雿?'"
"lib\l10n\app_localizations_ja.dart","207","'靽?'"
"lib\l10n\app_localizations_ja.dart","213","'?准?押?踴雿??駁??鈭??整?'"
"lib\l10n\app_localizations_ja.dart","219","'?胯?'"
"lib\l10n\app_localizations_ja.dart","228","'?准?押?踴???亙????潦?撠???????准???艾?????'"
"lib\l10n\app_localizations_ja.dart","231","'靽?銝?..'"
"lib\l10n\app_localizations_ja.dart","234","'?餃?????准?葉...'"
"lib\l10n\app_localizations_ja.dart","240","'?餃???葉...'"
"lib\l10n\app_localizations_ja.dart","243","'?准?押?踴??踴?靽?銝?..'"
"lib\l10n\app_localizations_ja.dart","247","'?准?押?踴??charName??雿????整???'"
"lib\l10n\app_localizations_ja.dart","256","'?准?押?踴雿??怠仃???整??? $error'"
"lib\l10n\app_localizations_ja.dart","260","'憭有?具?喋??喋?'"
"lib\l10n\app_localizations_ja.dart","278","'銝?'"
"lib\l10n\app_localizations_ja.dart","284","'?准?押?踴蝞∠?'"
"lib\l10n\app_localizations_ja.dart","287","'????????胯?潦?銵函內'"
"lib\l10n\app_localizations_ja.dart","290","'??扎??瑯??瑯'"
"lib\l10n\app_localizations_ja.dart","293","'?拍閬?'"
"lib\l10n\app_localizations_ja.dart","299","'?准?Ｕ???整???(織;?;`)'"
"lib\l10n\app_localizations_ja.dart","302","'?潦??????'"
"lib\l10n\app_localizations_ja.dart","305","'蝣箄?'"
"lib\l10n\app_localizations_ja.dart","308","'?胯?嚗?????柴?敺?艾??整???織?` )'"
"lib\l10n\app_localizations_ja.dart","311","'?Ｕ?艾???'"
"lib\l10n\app_localizations_ja.dart","323","'蝣箄?'"
"lib\l10n\app_localizations_ja.dart","334","'?Ｕ??芥??詻?? $version'"
"lib\l10n\app_localizations_ja.dart","341","'?整????潦?楊???行??晞?摰????艾?????'"
"lib\l10n\app_localizations_ja.dart","347","'敺'"
"lib\l10n\app_localizations_ja.dart","351","'$friendName ?具?????葉'"
"lib\l10n\app_localizations_ja.dart","356","'$friendName ?具????捆'"
"lib\l10n\app_localizations_ja.dart","360","'?～??颯?詻??亙?...'"
"lib\l10n\app_localizations_ko.dart","12","'?木?'"
"lib\l10n\app_localizations_ko.dart","24","'諈刺? 儦筋'"
"lib\l10n\app_localizations_ko.dart","27","'?? 儦筋穈 ??.'"
"lib\l10n\app_localizations_ko.dart","34","'儦筋 諈拘???賱?月? 鴗??月?穈 諻???: $error'"
"lib\l10n\app_localizations_ko.dart","56","'賱???'"
"lib\l10n\app_localizations_ko.dart","62","'鴔骨'"
"lib\l10n\app_localizations_ko.dart","68","'窸?'"
"lib\l10n\app_localizations_ko.dart","77","'?偽(?科?)'"
"lib\l10n\app_localizations_ko.dart","80","'?偽(?到?)'"
"lib\l10n\app_localizations_ko.dart","83","'諰?'"
"lib\l10n\app_localizations_ko.dart","86","'諤欠?'"
"lib\l10n\app_localizations_ko.dart","89","'諻?'"
"lib\l10n\app_localizations_ko.dart","95","'? 麆到'"
"lib\l10n\app_localizations_ko.dart","98","'?科?未 麆樺? ????'"
"lib\l10n\app_localizations_ko.dart","101","'?渠站鴔 ?域?國? ?潰??? ??. ?渠站鴔諝??木? ???渥ˉ?賄?.'"
"lib\l10n\app_localizations_ko.dart","104","'儥早???'"
"lib\l10n\app_localizations_ko.dart","107","'儥早???刺? (麮?貒孛 ?渠站鴔穈 諰 ???)'"
"lib\l10n\app_localizations_ko.dart","110","'儥早???渠?:*'"
"lib\l10n\app_localizations_ko.dart","113","'儥早???月?:'"
"lib\l10n\app_localizations_ko.dart","119","'鴔?:*'"
"lib\l10n\app_localizations_ko.dart","125","'?梵? *'"
"lib\l10n\app_localizations_ko.dart","137","'篣堅?'"
"lib\l10n\app_localizations_ko.dart","143","'?賈爸 ?月?:'"
"lib\l10n\app_localizations_ko.dart","146","'?梓痔 ?溢'"
"lib\l10n\app_localizations_ko.dart","149","'篣堅? ?梓痔 ?溢...'"
"lib\l10n\app_localizations_ko.dart","152","'篣堅?'"
"lib\l10n\app_localizations_ko.dart","155","'鮈??? 窶?(?? ?資萼 儤?渣, 窸??? 赬??月? ??'"
"lib\l10n\app_localizations_ko.dart","158","'?恢?? 窶?(?? ?科ˉ, ???科 ?伊?)'"
"lib\l10n\app_localizations_ko.dart","161","'?炭??諈刺打???? 赬?: (?? ?科 篣賄?)'"
"lib\l10n\app_localizations_ko.dart","164","'諤頃 ??'"
"lib\l10n\app_localizations_ko.dart","167","'諤? ?欠??? (?? ?芻? ?禺?????麆刷???'"
"lib\l10n\app_localizations_ko.dart","171","'?????: (???渥: ?寢?? ?? 鮈? ?禺??渥??? 儥早?? ...?? )'"
"lib\l10n\app_localizations_ko.dart","174","'儥早??諻國祭:'"
"lib\l10n\app_localizations_ko.dart","177","'儥早?域? 諻國祭 ?渥篣圉未 ????(黖? 2500??'"
"lib\l10n\app_localizations_ko.dart","180","'?渥篣???:'"
"lib\l10n\app_localizations_ko.dart","183","'儥早?域? 鴗掠謔禺未 ????(黖? 2500??'"
"lib\l10n\app_localizations_ko.dart","186","'?渥篣?? (黖? 50?? 諤 儦渠???????'"
"lib\l10n\app_localizations_ko.dart","189","'儥早??黺? ?渥:'"
"lib\l10n\app_localizations_ko.dart","192","'黺? ?渥??????..'"
"lib\l10n\app_localizations_ko.dart","195","'?月斥 ???渥穈 ???渣? ????諢?窸虛???窶???'"
"lib\l10n\app_localizations_ko.dart","210","'鼒到?'"
"lib\l10n\app_localizations_ko.dart","216","'黕??潺? ??伕????蛟?篧?'"
"lib\l10n\app_localizations_ko.dart","225","'黺? ?渥 ?賄?'"
"lib\l10n\app_localizations_ko.dart","228","'儥早???渠?????? ???諝??? ?渥? ???鴥潰??'"
"lib\l10n\app_localizations_ko.dart","231","'???鴗?..'"
"lib\l10n\app_localizations_ko.dart","234","'?渠站鴔 ????鴗?..'"
"lib\l10n\app_localizations_ko.dart","237","'黖? 10?伉?鴔 ?渠站鴔諝????? ????.'"
"lib\l10n\app_localizations_ko.dart","240","'?渠站鴔 麮收 鴗?..'"
"lib\l10n\app_localizations_ko.dart","243","'儥早???域?????鴗?..'"
"lib\l10n\app_localizations_ko.dart","247","'儥早??\""$charName\""??穈) ????蛟???'"
"lib\l10n\app_localizations_ko.dart","252","'儥早??? ?欠: ?渠站鴔 ????????黕頃???蛟??? ?貲???國盒????渥ˉ?賄?.'"
"lib\l10n\app_localizations_ko.dart","256","'儥早??? ?欠: $error'"
"lib\l10n\app_localizations_ko.dart","266","'?圉收????'"
"lib\l10n\app_localizations_ko.dart","287","'麆刺??儥早??貐湊萼'"
"lib\l10n\app_localizations_ko.dart","290","'穈?陷 貐渣??'"
"lib\l10n\app_localizations_ko.dart","293","'?????赭?'"
"lib\l10n\app_localizations_ko.dart","296","'諢溢??'"
"lib\l10n\app_localizations_ko.dart","299","'諢溢????窶???(織;?;`)'"
"lib\l10n\app_localizations_ko.dart","302","'?盂 ???渥?'"
"lib\l10n\app_localizations_ko.dart","308","'鮈??? ?木? ??????鴔 篣圉謔湊??(織?` )'"
"lib\l10n\app_localizations_ko.dart","311","'窸? ?原?'"
"lib\l10n\app_localizations_ko.dart","314","'??窸????? ?原???窶???鉈毯?'"
"lib\l10n\app_localizations_ko.dart","318","'????? ??謔????諰? 諈刺? ?域?國? ?筋?諢??原??拘???'"
"lib\l10n\app_localizations_ko.dart","321","'???? ?原??? ??窶?'"
"lib\l10n\app_localizations_ko.dart","327","'窸????梓陬?諢??原????蛟???'"
"lib\l10n\app_localizations_ko.dart","335","'??貒?: $version'"
"lib\l10n\app_localizations_ko.dart","342","'諟潰? ???? ?賄?? ?陷諝????鴥潰??'"
"lib\l10n\app_localizations_ko.dart","345","'?賄??潺? ?渠?'"
"lib\l10n\app_localizations_ko.dart","357","'$friendName ?頃??????渥'"
"lib\l10n\app_localizations_ko.dart","361","'諰?鴔 ?...'"
"lib\l10n\app_localizations_ms.dart","312","'Adakah anda ingin log keluar?(織;?;`)'"
"lib\l10n\app_localizations_ms.dart","322","'Baiklah! Saya akan tunggu anda kembali??織?` )'"
"lib\l10n\app_localizations_ms.dart","329","'Adakah anda pasti mahu memadam akaun ini?鉈毯?'"
"lib\l10n\app_localizations_pt.dart","12","'Configura癟繭es'"
"lib\l10n\app_localizations_pt.dart","18","'Feedback e Sugest繭es'"
"lib\l10n\app_localizations_pt.dart","27","'Voc礙 ainda n瓊o tem nenhum amigo.'"
"lib\l10n\app_localizations_pt.dart","56","'Fam穩lia Rica'"
"lib\l10n\app_localizations_pt.dart","77","'Irm瓊 S礙nior'"
"lib\l10n\app_localizations_pt.dart","80","'Irm瓊o J繳nior'"
"lib\l10n\app_localizations_pt.dart","95","'Diferen癟a de Idade'"
"lib\l10n\app_localizations_pt.dart","98","'Usu獺rio n瓊o encontrado'"
"lib\l10n\app_localizations_pt.dart","102","'Os dados da imagem est瓊o inconsistentes, por favor, selecione a imagem novamente.'"
"lib\l10n\app_localizations_pt.dart","109","'?lbum de Personagens (A primeira imagem 矇 o avatar principal)'"
"lib\l10n\app_localizations_pt.dart","115","'Descri癟瓊o do Personagem:'"
"lib\l10n\app_localizations_pt.dart","121","'Profiss瓊o:*'"
"lib\l10n\app_localizations_pt.dart","124","'Anivers獺rio:(MMDD)'"
"lib\l10n\app_localizations_pt.dart","127","'G礙nero *'"
"lib\l10n\app_localizations_pt.dart","130","'N瓊o selecionado'"
"lib\l10n\app_localizations_pt.dart","145","'Descri癟瓊o da apar礙ncia:'"
"lib\l10n\app_localizations_pt.dart","162","'O que n瓊o gosta:(por exemplo: mel瓊o amargo, lugares barulhentos)'"
"lib\l10n\app_localizations_pt.dart","166","'Pequenos segredos desconhecidos: (por exemplo: na verdade 矇 uma pessoa sem senso de dire癟瓊o)'"
"lib\l10n\app_localizations_pt.dart","177","'Exemplo de di獺logo: (Jogador: Voc礙 矇 t瓊o bom! Personagem: ...Oh.)'"
"lib\l10n\app_localizations_pt.dart","180","'Hist籀rico do Personagem:'"
"lib\l10n\app_localizations_pt.dart","184","'Insira a hist籀ria de fundo do personagem (m獺ximo 2500 palavras)'"
"lib\l10n\app_localizations_pt.dart","187","'In穩cio da Hist籀ria:'"
"lib\l10n\app_localizations_pt.dart","191","'Insira a trama do personagem (m獺ximo 2500 palavras)'"
"lib\l10n\app_localizations_pt.dart","195","'Resumo da Hist籀ria (m獺ximo 50 palavras, ser獺 exibido no cart瓊o de encontro)'"
"lib\l10n\app_localizations_pt.dart","198","'Informa癟繭es Adicionais do Personagem:'"
"lib\l10n\app_localizations_pt.dart","201","'Insira conte繳do adicional...'"
"lib\l10n\app_localizations_pt.dart","205","'Tornar p繳blico para que outros jogadores possam jogar?'"
"lib\l10n\app_localizations_pt.dart","211","'N瓊o'"
"lib\l10n\app_localizations_pt.dart","224","'Voc礙 vai sair da tela de cria癟瓊o de personagem'"
"lib\l10n\app_localizations_pt.dart","233","'N瓊o'"
"lib\l10n\app_localizations_pt.dart","236","'Editar Conte繳do Adicional'"
"lib\l10n\app_localizations_pt.dart","240","'Por favor, preencha o nome do personagem e fa癟a o upload de pelo menos um avatar!'"
"lib\l10n\app_localizations_pt.dart","250","'S籀 矇 poss穩vel fazer upload de no m獺ximo 10 imagens.'"
"lib\l10n\app_localizations_pt.dart","265","'Falha ao criar o personagem: o upload da imagem expirou, por favor, verifique sua conex瓊o com a internet.'"
"lib\l10n\app_localizations_pt.dart","273","'Apar礙ncia e Conte繳do'"
"lib\l10n\app_localizations_pt.dart","276","'Gerenciamento de Conta e Conte繳do'"
"lib\l10n\app_localizations_pt.dart","279","'Sobre N籀s'"
"lib\l10n\app_localizations_pt.dart","295","'ID do usu獺rio copiado para a 獺rea de transfer礙ncia'"
"lib\l10n\app_localizations_pt.dart","304","'Pol穩tica de Privacidade'"
"lib\l10n\app_localizations_pt.dart","307","'Termos de Servi癟o'"
"lib\l10n\app_localizations_pt.dart","313","'Voc礙 vai sair da conta?(織;?;`)'"
"lib\l10n\app_localizations_pt.dart","323","'Ok! Estarei esperando voc礙 voltar??織?` )'"
"lib\l10n\app_localizations_pt.dart","330","'Voc礙 tem certeza de que deseja excluir esta conta?鉈毯?'"
"lib\l10n\app_localizations_pt.dart","334","'Esta a癟瓊o 矇 irrevers穩vel, todos os dados ser瓊o permanentemente exclu穩dos!'"
"lib\l10n\app_localizations_pt.dart","337","'N瓊o, eu n瓊o quero excluir'"
"lib\l10n\app_localizations_pt.dart","343","'Conta exclu穩da com sucesso.'"
"lib\l10n\app_localizations_pt.dart","347","'Os personagens e cenas do jogo s瓊o fict穩cios, por favor, n瓊o os aplique na realidade! Se houver alguma semelhan癟a, 矇 pura coincid礙ncia.'"
"lib\l10n\app_localizations_pt.dart","351","'Vers瓊o do Aplicativo: $version'"
"lib\l10n\app_localizations_pt.dart","359","'Por favor, edite seu perfil para completar suas informa癟繭es primeiro!'"
"lib\l10n\app_localizations_pt.dart","374","'Conte繳do do chat com $friendName'"
"lib\l10n\app_localizations_th.dart","12","'鉊葡鉊??鉊晤?鉊?鉆葡'"
"lib\l10n\app_localizations_th.dart","18","'鉊?鉊冢?鉊芹?鉊冢?鉊萼鉆艇鉊啤?鉊喪?鉊萼鉊董'"
"lib\l10n\app_localizations_th.dart","21","'鉆鉊艇鉊菽?鉊Ｒ?鉊葡鉊拈葡'"
"lib\l10n\app_localizations_th.dart","24","'鉆鉊虞鉆葉鉊?鉊晤?鉊葦鉊﹤?'"
"lib\l10n\app_localizations_th.dart","27","'鉊虜鉊腺鉊晤?鉆腹鉆腹鉊菽?鉊虞鉆葉鉊?鉊丞腺'"
"lib\l10n\app_localizations_th.dart","34","'鉆鉊葩鉊?鉆葉鉊葩鉊?鉊丞葡鉊?鉊萼鉆葦鉊丞?鉊?葡鉊Ｒ?鉊獅?鉊冢?鉊虞鉆葉鉊? $error'"
"lib\l10n\app_localizations_th.dart","50","'鉊虜鉊葦鉊號'"
"lib\l10n\app_localizations_th.dart","53","'鉊虜鉊?鉊耜腺'"
"lib\l10n\app_localizations_th.dart","56","'鉊腦鉊啤?鉊嫩艇鉊??鉊喪腦鉊抉腺'"
"lib\l10n\app_localizations_th.dart","59","'鉊﹤葭鉆鉊丞?鉊徇?鉆鉊徇艇鉊菽?鉊Ｒ腹'"
"lib\l10n\app_localizations_th.dart","68","'鉊﹤虜鉆?鉊﹤萵鉆?'"
"lib\l10n\app_localizations_th.dart","77","'鉊?虜鉆?鉊葭鉆?鉊徇?鉊毯?)'"
"lib\l10n\app_localizations_th.dart","80","'鉊?虜鉆?鉊?鉊冢?(鉊葡鉊?'"
"lib\l10n\app_localizations_th.dart","83","'鉊徇艇鉆葉'"
